# Kyoto gases by sector
ghg,ghg_sector,sector,subsector,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,unit_conv
HFC245fa,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC245fa,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC32,,comm cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC32,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC32,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC32,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC365mfc,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC43,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,agricultural energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|AFOFI,,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,alumina,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,ammonia,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,backup_electricity,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,Beef,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock|Enteric Fermentation,,,,,,1
N2O,AGR,biomass,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,,chemical energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,coal,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Solids,Emissions|Kyoto Gases|Energy|Supply|Solids|Coal,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,comm cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,comm heating,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,comm others,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,construction energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,Corn,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,Corn,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,,crude oil,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,Emissions|Kyoto Gases|Energy|Supply|Liquids|Oil,Emissions|Kyoto Gases|Energy|Supply|Liquids|Fossil,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,industry,crude oil,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,Emissions|Kyoto Gases|Energy|Supply|Liquids|Oil,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,Dairy,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock|Enteric Fermentation,,,,,,1
N2O,,district heat,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Heat,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,electricity,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,FiberCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,FiberCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,FodderGrass,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Land,,,,,,,,,1
N2O,AGR,FodderHerb,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Land,,,,,,,,,1
N2O,AGR,Fruits,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,Fruits,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,,industrial energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,iron and steel,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,Legumes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,Legumes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,,mining energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,MiscCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,MiscCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,,N fertilizer,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,natural gas,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Gases,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,NutsSeeds,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,NutsSeeds,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,OilCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,OilCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,OilPalm,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,OilPalm,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,,other industrial energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,OtherGrain,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,OtherGrain,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,PalmFruit,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,PalmFruit,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,Pork,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock,,,,,,,1
N2O,AGR,Poultry,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock,,,,,,,1
N2O,,process heat cement,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,process heat food processing,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,process heat paper,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,refining,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,resid heating,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,resid others,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,Rice,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Rice,,,,,,,1
N2O,AWB,Rice,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,RootTuber,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,RootTuber,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,SheepGoat,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock,Emissions|Kyoto Gases|AFOLU|Agriculture|Livestock|Enteric Fermentation,,,,,,1
N2O,AGR,Soybean,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,Soybean,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,AGR,SugarCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,SugarCrop,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,,trn_aviation_intl,International Aviation,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Bunkers,Emissions|Kyoto Gases|Energy|Demand|Bunkers|International Aviation,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_freight,Domestic Ship,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Domestic Shipping,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_freight,Freight Rail,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Rail,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_freight_road,Heavy truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Truck,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_freight_road,Light truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Truck,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_freight_road,Medium truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Truck,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_pass,Domestic Aviation,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Domestic Aviation,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_pass,Passenger Rail,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Rail,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_pass_road,Bus,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Bus,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_pass_road_LDV,2W and 3W,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_pass_road_LDV_4W,Large Car and Truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_pass_road_LDV_4W,Car,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_pass_road_LDV_4W,Mini Car,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,trn_shipping_intl,International Ship,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Bunkers,Emissions|Kyoto Gases|Energy|Demand|Bunkers|International Shipping,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,,UnmanagedLand,ForestFire,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|Land,,,,,,,,,1
N2O,,UnmanagedLand,GrasslandFires,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|Land,,,,,,,,,1
N2O,,UnmanagedLand,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|Land,,,,,,,,,1
N2O,,urban processes,landfills,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
N2O,,urban processes,wastewater,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
N2O,,urban processes,waste_incineration,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
N2O,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
N2O,AGR,Vegetables,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,Vegetables,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
N2O,,waste biomass for paper,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
N2O,AGR,Wheat,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agriculture,,Emissions|Kyoto Gases|AFOLU|Agriculture|Managed Soils,,,,,,,1
N2O,AWB,Wheat,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|AFOLU,Emissions|Kyoto Gases|AFOLU [NGHGI],Emissions|Kyoto Gases|AFOLU|Agricultural Waste Burning,,,,,,,,,1
SF6,,electricity_net_ownuse,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
