# Water XXs by subsector
sector,subsector,var1,var2,var3,var4,unit_conv
NutsSeeds,NutsSeedsTree_ArkWhtRedR,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_FraserR,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_GreatBasin,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_GreatLakes,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_MissouriR,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_MissppRN,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_MissppRS,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_NelsonR,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_OhioR,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_TennR,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_TexasCst,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_UsaColoRN,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_UsaCstE,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_UsaCstNE,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_UsaCstSE,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeedsTree_UsaPacNW,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeeds_ArkWhtRedR,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeeds_MissppRS,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeeds_RioGrande,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeeds_TexasCst,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeeds_UsaCstE,Water XX,Water XX|Irrigation,,,1
NutsSeeds,NutsSeeds_UsaCstSE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AfrCstNE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ShebJubR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrCstNE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_LChad,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NileR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RiftValley,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ShebJubR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AfrCstNW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AfrIntN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MeditE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MeditS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_NileR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_SinaiP,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrCstNW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrIntN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MeditE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MeditS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SinaiP,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrCstSE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrIntS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AngolaCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_CongoR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_LimpopoR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ZambeziR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GuineaGulf,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NigerR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SenegalR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_VoltaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Korea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ArgColoR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ArgCstN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ArgCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ChileCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MarChiq,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_NegroR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Pampas,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Patagonia,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_RioLaPlata,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Salinas,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ArgColoR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ArgCstN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ArgCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ChileCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MarChiq,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NegroR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Pampas,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Patagonia,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RioLaPlata,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Salinas,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AusCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AusCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AusCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AusInt,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MurrayDrlg,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Tasmania,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AusCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AusCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AusCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MurrayDrlg,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NewZealand,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Tasmania,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AmazonR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_BrzCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_BrzCstN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_BrzCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ParnaibaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_SaoFrancR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_TocantinsR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AmazonR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BrzCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BrzCstN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BrzCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ParnaibaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SaoFrancR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_TocantinsR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_FraserR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GreatLakes,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Mackenzie,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MissouriR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NWTerr,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NelsonR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_PacArctic,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_StLwrncR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_UsaPacNW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Caribbean,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_CntAmer,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GrijUsuR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SAmerCstN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_YucatanP,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AmuDaryaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_CaspianE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_CaspianNE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_CaspianSW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_SyrDaryaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AmuDaryaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_CaspianE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_CaspianNE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Gobi,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_LBalkash,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ObR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SyrDaryaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_UralR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_VolgaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AmurR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_BoHai,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ChinaCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Gobi,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_HuangHeR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_SChinaSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Tarim,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_XunJiang,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Yangtze,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ZiyaHe,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AmurR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BoHai,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ChinaCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GangesR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Hainan,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Hong,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_HuangHeR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_IrrawaddyR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Mekong,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RusCstSE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SChinaSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Salween,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Tarim,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_XunJiang,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Yangtze,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ZiyaHe,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ColEcuaCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MagdalenaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_OrinocoR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AdrBlkSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BalticSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DanubeR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DaugavaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ElbeR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NarvaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NemanR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_OderR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_PolandCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_WislaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_AdrBlkSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_DouroR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_EbroR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_FranceCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Gironde,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_GuadalqR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_GuadianaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_IberiaCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ItalyCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ItalyCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MeditIsl,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_PoR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_RhoneR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_SpainCstSE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_TagusR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_TiberR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DnkGrmCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DouroR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_EbroR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_EmsWeserR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_EngWales,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_FranceCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_FranceCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Gironde,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GuadalqR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GuadianaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_IberiaCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Ireland,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ItalyCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ItalyCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_LoireR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MeditIsl,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_PoR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RhineR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RhoneR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ScheldtR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Scotland,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SeineR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SpainCstSE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Sweden,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_TagusR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_TiberR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BlackSeaN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DnieperR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DniesterR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DonR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NevaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_BlackSeaS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_DanubeR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_EJrdnSyr,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_TigrEuphR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BlackSeaS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_CaspianSW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_EJrdnSyr,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_TigrEuphR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BengalW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BrahmaniR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_CauveryR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GodavariR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_IndCstE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_IndCstNE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_IndCstS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_IndCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_IndusR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_KrishnaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MahanadiR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MahiR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_NarmadaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_PennarR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SabarmatiR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_TaptiR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_California,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MexBaja,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MexCstNW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_MexInt,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_RioLerma,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_RioVerde,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_UsaColoRS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_California,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MexBaja,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MexCstNW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MexCstW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MexGulf,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MexInt,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Papaloapan,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RioBalsas,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RioGrande,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RioLerma,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RioVerde,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Tehuantpc,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_UsaColoRS,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ArabianP,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_DeadSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_FarahrudR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_HamuMashR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Helmand,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Iran,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_PersianGulf,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_RedSeaE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ArabianP,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ArabianSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DeadSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_FarahrudR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_HamuMashR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Helmand,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Iran,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_PersianGulf,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_RedSeaE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BarentsSea,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_DvinaRN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_Finland,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_LenaR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SiberiaW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_YeniseiR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_AfrCstSSW,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_OrangeR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SAmerCstNE,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ChileCstN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_ColEcuaCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_LaPuna,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_PeruCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ChileCstN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_LaPuna,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_PeruCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_BengalBay,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SriLanka,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ChaoPhrR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MalaysiaP,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_SittaungR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ThaiGulf,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_VietnamCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCropTree_Caribbean,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_ArkWhtRedR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_GreatBasin,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_MissppRN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_OhioR,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_TexasCst,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_UsaColoRN,Water XX,Water XX|Irrigation,,,1
OilCrop,OilCrop_UsaCstE,Water XX,Water XX|Irrigation,,,1
OilPalm,OilPalmTree_AfrCstW,Water XX,Water XX|Irrigation,,,1
OilPalm,OilPalmTree_GuineaGulf,Water XX,Water XX|Irrigation,,,1
OilPalm,OilPalmTree_NigerR,Water XX,Water XX|Irrigation,,,1
OilPalm,OilPalmTree_SenegalR,Water XX,Water XX|Irrigation,,,1
other industry,other industry,Water XX,NoReported,,,1
OtherGrain,OtherGrainC4_AfrCstNE,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_LChad,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_NileR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_RiftValley,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_ShebJubR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_AfrCstE,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_AfrCstNE,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_NileR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_RiftValley,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_ShebJubR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_AfrCstNW,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_AfrIntN,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_MeditS,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_AfrCstNW,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_AfrIntN,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_MeditE,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_MeditS,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_SinaiP,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_AfrCstSE,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_LimpopoR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_ZambeziR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_AfrCstSE,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_AfrIntS,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_CongoR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_LimpopoR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_OrangeR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_ZambeziR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_NigerR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_SenegalR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_AfrCstW,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_LChad,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_NigerR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_SenegalR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_VoltaR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_ArgCstN,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_MarChiq,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_Pampas,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_RioLaPlata,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrainC4_Salinas,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_ArgColoR,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_ArgCstN,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_ArgCstS,Water XX,Water XX|Irrigation,,,1
OtherGrain,OtherGrain_ChileCstS,Water XX,Water XX|Irrigation,,,1
